parameters: 
batch_size = 32
shuffle_train = True
num_workers = 8
epoch = 200
augmentation = numpy.roll + colorJitter
epoch # 97 done, 2023-10-19 06:52:13.717162
epoch # 98 done, 2023-10-19 06:58:15.286483
epoch # 99 done, 2023-10-19 07:04:20.823988
epoch # 100 done, 2023-10-19 07:10:25.168553
val # 100 done, 2023-10-19 07:17:42.659139
epoch # 101 done, 2023-10-19 07:26:29.983291
epoch # 102 done, 2023-10-19 07:32:42.233543
epoch # 103 done, 2023-10-19 07:38:46.563067
epoch # 104 done, 2023-10-19 07:44:47.782418
epoch # 105 done, 2023-10-19 07:50:51.179769
epoch # 106 done, 2023-10-19 07:56:53.968502
epoch # 107 done, 2023-10-19 08:02:59.019171
epoch # 108 done, 2023-10-19 08:09:02.589608
epoch # 109 done, 2023-10-19 08:15:04.510307
epoch # 110 done, 2023-10-19 08:21:08.734852
val # 110 done, 2023-10-19 08:28:24.839270
epoch # 111 done, 2023-10-19 08:37:08.797827
epoch # 112 done, 2023-10-19 08:43:18.413102
epoch # 113 done, 2023-10-19 08:49:21.363770
epoch # 114 done, 2023-10-19 08:55:25.276462
epoch # 115 done, 2023-10-19 09:01:27.191912
epoch # 116 done, 2023-10-19 09:07:29.112846
epoch # 117 done, 2023-10-19 09:13:36.051988
epoch # 118 done, 2023-10-19 09:19:39.189476
epoch # 119 done, 2023-10-19 09:25:40.635099
epoch # 120 done, 2023-10-19 09:31:43.406487
val # 120 done, 2023-10-19 09:39:02.373660
epoch # 121 done, 2023-10-19 09:47:38.282259
epoch # 122 done, 2023-10-19 09:53:52.312634
epoch # 123 done, 2023-10-19 09:59:54.788102
epoch # 124 done, 2023-10-19 10:05:55.588514
epoch # 125 done, 2023-10-19 10:11:56.089992
epoch # 126 done, 2023-10-19 10:18:01.604973
epoch # 127 done, 2023-10-19 10:24:06.404445
epoch # 128 done, 2023-10-19 10:30:16.832814
epoch # 129 done, 2023-10-19 10:36:20.395493
epoch # 130 done, 2023-10-19 10:42:23.455073
val # 130 done, 2023-10-19 10:49:39.881245
epoch # 131 done, 2023-10-19 10:58:14.656011
epoch # 132 done, 2023-10-19 11:04:27.342175
epoch # 133 done, 2023-10-19 11:12:18.758085
epoch # 134 done, 2023-10-19 11:22:17.749069
epoch # 135 done, 2023-10-19 11:30:46.243050
epoch # 136 done, 2023-10-19 11:39:11.949203
epoch # 137 done, 2023-10-19 11:47:17.926273
epoch # 138 done, 2023-10-19 11:55:28.591535
epoch # 139 done, 2023-10-19 12:03:49.913796
epoch # 140 done, 2023-10-19 12:11:53.861564
val # 140 done, 2023-10-19 12:20:24.063377
epoch # 141 done, 2023-10-19 12:31:40.230386
epoch # 142 done, 2023-10-19 12:39:38.255803
epoch # 143 done, 2023-10-19 12:47:30.620058
epoch # 144 done, 2023-10-19 12:55:22.170261
epoch # 145 done, 2023-10-19 13:03:16.451487
epoch # 146 done, 2023-10-19 13:11:45.701205
epoch # 147 done, 2023-10-19 13:19:45.941914
epoch # 148 done, 2023-10-19 13:28:08.067962
epoch # 149 done, 2023-10-19 13:37:26.195398
epoch # 150 done, 2023-10-19 13:46:04.840962
val # 150 done, 2023-10-19 13:54:28.011591
epoch # 151 done, 2023-10-19 14:05:57.801006
epoch # 152 done, 2023-10-19 14:14:19.353473
epoch # 153 done, 2023-10-19 14:22:42.329167
epoch # 154 done, 2023-10-19 14:31:05.478059
epoch # 155 done, 2023-10-19 14:39:27.535290
epoch # 156 done, 2023-10-19 14:48:01.523797
epoch # 157 done, 2023-10-19 14:55:49.643553
epoch # 158 done, 2023-10-19 15:01:53.339802
epoch # 159 done, 2023-10-19 15:08:11.562947
epoch # 160 done, 2023-10-19 15:14:14.611960
val # 160 done, 2023-10-19 15:21:26.806050
epoch # 161 done, 2023-10-19 15:30:11.552636
epoch # 162 done, 2023-10-19 15:36:47.457269
epoch # 163 done, 2023-10-19 15:42:50.487523
epoch # 164 done, 2023-10-19 15:48:55.657601
epoch # 165 done, 2023-10-19 15:54:58.816391
